Bauer BSM-WS36A-H01-1311-0000 Modbus Register Overview


Model Instance: Common
Model: Common
Description: All SunSpec compliant devices must include this as the first model
Notes: 

Field Type,Applicable Point,Address,Address Offset,Size,Name,Label,Value,Type,Units,Scale Factor,Access,Mandatory,Description,Notes
fixed,,43793,2,1,Typ,Snapshot Type,0,enum16,,,r,false,Which snapshot type is represented by this model instance,
fixed,,43794,3,1,St,Snapshot Status,0,enum16,,,r,false,Status of this snapshot instance,Write to the underlying snapshot's data point 'St' to trigger an update. 'St' is read-only here.
fixed,,43795,4,496,O,OCMF,,string,,,r,false,OCMF representation of the snapshot indicated by 'Typ',See https://github.com/SAFE-eV/OCMF-Open-Charge-Metering-Format/blob/e1c25620533400405340cfddc0dc71574939f1c5/OCMF-de.md for more information about OCMF.

enum16,Typ,,,,CURRENT,Signed Current Snapshot,0,,,,,,Signed snapshot of the current meter data at the time of its creation,Creating this snapshot just collects and signs the data. No further action is taken.
enum16,Typ,,,,TURN_ON,Signed Turn-On Snapshot,1,,,,,,Signed snapshot created during executing the turn-on sequence for an external contactor,Creating this snapshot executes the turn-on sequence for an external contactor. Its data is taken with the contactor turned off.
enum16,Typ,,,,TURN_OFF,Signed Turn-Off Snapshot,2,,,,,,Signed snapshot created during the execution of the turn-off sequence for an external contactor,Creating this snapshot executes the turn-on sequence for an external contactor. Its data is taken after turning the contactor off.
enum16,Typ,,,,START,Signed Start Snapshot,3,,,,,,Signed snapshot marking the start of a charging process without executing the turn-on sequence for an external contactor.,
enum16,Typ,,,,END,Signed End Snapshot,4,,,,,,Signed snapshot marking the end of a charging process without executing the turn-off sequence for an external contactor,

enum16,St,,,,VALID,Snapshot Data Valid,0,,,,,,The model instance contains valid signed data of a snapshot,
enum16,St,,,,INVALID,Snapshot Data Invalid,1,,,,,,Snapshot data is invalid. This is the case after powering on the meter.,
enum16,St,,,,UPDATING,Snapshot Data Gets Updated,2,,,,,,The snapshot gets currently updated. Snapshot data is invalid.,Write this value to the underlying snapshot's data point 'St' to trigger the creation of a new snapshot. Afterwards poll this data point until its value changes to a different symbol indicating the outcome of the update process.
enum16,St,,,,FAILED_GENERAL,Snapshot Creation Failed For Unspecified Reason,3,,,,,,Creating the snapshot failed due to an issue with rendering OCMF data for an unspecified reason (for example an internal error). Snapshot data is invalid.,
enum16,St,,,,FAILED_NOT_ENABLED,Snapshot Creation Failed Due To Missing Enable Signal,4,,,,,,Creating the snapshot failed due to a missing enable signal (DOE),This could happen when attempting to create a turn-on snapshot.
enum16,St,,,,FAILED_FEEDBACK,Snapshot Creation Failed Due Missing/Wrong Contactor Feedback,5,,,,,,Creating the snapshot failed due to missing or wrong feedback from the external contactor (through DI).,
